Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,2222.SR,AAPL,AMZN,BAC,BRK-B,COST,CRM,GOOG,KO,MA,META,MSFT,NVDA,TSLA,V,2222.SR,AAPL,AMZN,BAC,BRK-B,COST,CRM,GOOG,KO,MA,META,MSFT,NVDA,TSLA,V,2222.SR,AAPL,AMZN,BAC,BRK-B,COST,CRM,GOOG,KO,MA,META,MSFT,NVDA,TSLA,V,2222.SR,AAPL,AMZN,BAC,BRK-B,COST,CRM,GOOG,KO,MA,META,MSFT,NVDA,TSLA,V,2222.SR,AAPL,AMZN,BAC,BRK-B,COST,CRM,GOOG,KO,MA,META,MSFT,NVDA,TSLA,V,2222.SR,AAPL,AMZN,BAC,BRK-B,COST,CRM,GOOG,KO,MA,META,MSFT,NVDA,TSLA,V,2222.SR,AAPL,AMZN,BAC,BRK-B,COST,CRM,GOOG,KO,MA,META,MSFT,NVDA,TSLA,V
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,,45.42495346069336,88.71299743652344,23.71857261657715,199.44000244140625,217.1905059814453,160.6701202392578,59.650001525878906,39.406005859375,224.149169921875,166.11373901367188,111.9996566772461,43.14994430541992,17.3613338470459,147.8817138671875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.20473729732632,89.13400268554688,24.195771037424826,201.97999572753906,218.20785667123764,161.38918214373157,60.31990051269531,39.55154353787127,225.6278076211081,166.36347403339707,112.33281754516256,44.30951481014943,17.545333862304688,148.87706109308147,,44.90990964458934,87.375,23.515321468540705,198.1999969482422,216.10899136334498,159.0122822240054,59.35200119018555,39.20054512774897,222.33006629976575,161.82829278193822,110.72411715990019,42.48697806595135,16.964000701904297,146.44183562267145,,46.0916198714731,87.8895034790039,23.780431515064016,200.8300018310547,217.15383688379413,160.02095908830884,59.846500396728516,39.26047144661818,224.1199875525863,162.82723286083908,110.95256928899116,43.666413195946085,17.31399917602539,147.23425599420924,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,175381200.0,102076000.0,65568000.0,4113100.0,1357100.0,3795400.0,29936000.0,11668200.0,3506500.0,12631200.0,27067100.0,52521200.0,153225000.0,7568000.0
2019-03-26,,44.95562744140625,89.18800354003906,24.0455379486084,200.6199951171875,219.11524963378906,159.19204711914062,59.23099899291992,39.928226470947266,226.94110107421875,167.5022735595703,112.23764038085938,43.91719436645508,17.851333618164062,150.07534790039062,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.42133921556316,90.28849792480469,24.16925741252115,201.32000732421875,220.196750373316,161.85857735547586,60.14149856567383,40.056641886355905,227.27185939368874,169.27040185631125,112.99914997065508,45.12890991383059,18.017332077026367,150.36525814816267,,44.42373838913249,88.66799926757812,23.753916267039145,198.6999969482422,217.5479742060675,157.1846747697462,58.83599853515625,39.5258612173572,225.15117948773528,166.17369660114366,111.22862946239474,43.35355128693165,17.6286678314209,148.59682185674575,,46.127715775725164,89.6500015258789,23.992516284376258,200.8300018310547,218.1345539598302,161.21939764423217,59.92649841308594,39.5258612173572,226.62009495220383,167.17263673041387,112.91348313752778,44.567748491521094,17.62933349609375,148.59682185674575,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,199202000.0,97318000.0,59878500.0,3737800.0,1193000.0,6910300.0,38024000.0,11434900.0,3046900.0,15437900.0,26097700.0,70350800.0,110263500.0,15594400.0
2019-03-27,,45.359962463378906,88.28500366210938,23.886476516723633,199.2100067138672,219.42684936523438,154.91763305664062,58.6510009765625,39.90254592895508,226.1920623779297,165.69419860839844,111.15245056152344,43.825321197509766,18.32200050354004,149.0316925048828,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.670431220518,89.375,24.186935468043067,201.1999969482422,220.1600774945716,159.0921879545595,59.37794876098633,40.15937350198028,227.82633470346045,168.7609522002639,112.52317767275339,44.63727013551446,18.357999801635742,150.61651861570942,,44.89786746518803,87.28399658203125,23.815780392032504,198.22999572753906,218.28118478350848,152.1712205739435,57.96849822998047,39.662840629563526,223.40015822319074,164.61534141203944,109.96258529479223,43.13007455106617,17.8786678314209,148.20062425497076,,45.427351087756456,89.20649719238281,23.939498188859837,200.72000122070312,218.78527999650055,158.79257627230683,59.275001525878906,39.93679047622238,227.55395598253864,167.6721110896985,112.20905149936965,44.17294262633685,17.916667938232422,150.23963968525214,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,119393600.0,86496000.0,57621700.0,3619200.0,1351200.0,8218700.0,28004000.0,11543600.0,2640700.0,10620300.0,22733400.0,47437200.0,131688000.0,12253800.0
2019-03-28,,45.42013168334961,88.6709976196289,24.151582717895508,200.66000366210938,221.0857696533203,154.97755432128906,58.42449951171875,39.87685775756836,228.4683837890625,165.37454223632812,111.30477905273438,44.01154327392578,18.57466697692871,149.4665069580078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.622297558899305,88.89649963378906,24.222278831331504,200.75,221.75483385384217,156.27586146834875,58.578250885009766,40.16792656545148,228.9255941228523,166.54330036402314,111.92351056759857,44.6695422643391,18.68866729736328,149.8627170565464,,45.133728190118546,87.67350006103516,23.877635489022058,198.39999389648438,219.5826582800654,153.30973473010687,57.97154998779297,39.79124640312693,226.04614275538003,163.15689391938375,110.54326222484573,43.480176979180015,18.34000015258789,148.44217040701125,,45.475485838520555,88.5,24.036702165635127,199.39999389648438,219.94926535250286,155.48689875927775,58.57699966430664,39.96246584627054,227.06757041264507,164.39558517291653,111.79024621207246,44.0860346549963,18.477333068847656,149.71775458990209,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,83121600.0,60860000.0,45872300.0,3233600.0,1396700.0,4424800.0,19234000.0,11121100.0,2712100.0,10443000.0,18334800.0,48026400.0,101611500.0,16902200.0
2019-03-29,,45.71615982055664,89.0374984741211,24.38134765625,200.88999938964844,221.9290008544922,158.16339111328125,58.66550064086914,40.11656188964844,229.0422821044922,166.51333618164062,112.26618957519531,44.58512878417969,18.657333374023438,150.93539428710938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.747448707608996,89.64299774169922,24.460881001564427,201.6999969482422,222.20396318082297,158.29322639623174,58.949501037597656,40.159365932795026,230.19989891664923,167.01280625705851,112.62790606499672,44.82846380486556,18.67733383178711,151.03202119880666,,45.376807602603584,88.83149719238281,24.1250731690083,200.02999877929688,220.67335681261832,155.22722409711093,58.14400100708008,39.79124528340388,227.60256410349785,164.63532382043184,111.33333184773771,44.17543179505013,18.299999237060547,149.71777428706127,,45.68728003091113,89.3290023803711,24.345998753653166,201.33999633789062,221.48906952346186,156.66534796126643,58.744998931884766,39.95390195365658,230.05398706785834,166.21365108786645,112.38993297009415,44.67948480372287,18.579999923706055,150.49086330787267,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,94256000.0,66416000.0,83446300.0,4619400.0,1968000.0,4913100.0,25398000.0,16045600.0,3453900.0,13455500.0,25399800.0,45689600.0,89869500.0,12164400.0
2019-04-01,,46.026634216308594,90.70950317382812,25.220867156982422,205.0,223.8079071044922,160.9697265625,59.721500396728516,39.9967155456543,232.54432678222656,168.5211944580078,113.29422760009766,45.26051330566406,19.278667449951172,151.9693603515625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.1325280070035,90.78350067138672,25.39760662462765,205.3000030517578,224.00954522347214,161.46907429136576,59.83300018310547,40.38195526023032,233.22527351722135,168.72097943261022,113.37990169052043,45.56344221641865,19.280000686645508,152.4235495119952,,45.338304378565645,89.9365005493164,24.611112032614287,202.0,222.33229031659278,158.30321151902288,59.099998474121094,39.88542240339872,230.4917492244758,167.1027013229293,112.41848835556765,44.78625531388385,18.75200080871582,151.2832548507855,,46.122902634178416,90.00550079345703,24.655296478143455,202.16000366210938,222.78139594253284,159.89114887836732,59.20500183105469,40.22786133384371,231.81473781397665,167.6521214350483,113.22759542415217,45.50384833947367,18.841333389282227,152.23028097989365,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,111448000.0,84776000.0,91751100.0,4671600.0,1610200.0,4601100.0,25050000.0,11522700.0,3475900.0,10381500.0,22789100.0,48382400.0,121656000.0,6420100.0
2019-04-02,,46.69571304321289,90.6989974975586,25.512487411499023,203.8800048828125,220.42588806152344,160.30059814453125,60.02450180053711,39.86829376220703,232.7486114501953,174.01536560058594,113.4560546875,45.43928527832031,19.058666229248047,152.4718780517578,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.80161051403949,91.0,25.512487411499023,205.42999267578125,223.80789249019773,160.7799829234091,60.067501068115234,40.17648809723223,233.342011092019,174.7146206350384,113.73210434818921,45.88374437982232,19.29599952697754,152.82942559152215,,45.98090878753836,90.25599670410156,25.052961788117653,203.58999633789062,220.2517447896697,158.70269459825383,59.285499572753906,39.86829376220703,231.59100938233365,169.37030014643648,112.81828127580168,45.07179922326926,18.92533302307129,151.4765310528642,,45.99053416106578,90.5510025024414,25.159005125495842,204.91000366210938,223.63374921834395,160.65014764093598,59.76599884033203,40.02239092971963,232.71942907793562,169.9596711581452,113.33230403063372,45.50136080465681,19.219999313354492,152.35591987571416,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,91062800.0,68962000.0,66694000.0,2599500.0,1574300.0,3158400.0,16558000.0,8495000.0,3386400.0,23946500.0,18142300.0,44092000.0,82183500.0,6215100.0
2019-04-03,,47.015804290771484,91.03500366210938,25.485979080200195,203.6699981689453,222.2406005859375,162.40785217285156,60.29600143432617,39.534420013427734,232.4275665283203,173.35606384277344,114.19853210449219,46.83475112915039,19.45400047302246,153.1290283203125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.29257872785055,91.5,25.839459727080005,205.6999969482422,223.22129620848662,162.92717808323687,60.814998626708984,39.8854184124298,234.37313697701418,177.77139264079216,114.63640173591403,47.42571146876568,19.744667053222656,153.75715484792596,,46.48631701085669,90.48100280761719,25.362261275174433,202.89999389648438,220.90247214835915,160.44042088125835,60.025001525878906,39.41456737948645,231.3477891790788,172.76669282297783,113.41798062893801,45.88623886994598,19.14466667175293,152.53954960782826,,46.51038594990899,91.33599853515625,25.689230241465,205.4600067138672,221.51654670329768,161.56895163684078,60.374000549316406,39.73988073854442,233.7408325185985,174.3150530764785,114.09382335976494,45.93589854304528,19.154666900634766,153.2159969634381,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,93087200.0,78522000.0,63110600.0,2864500.0,1663600.0,3819100.0,20286000.0,12854500.0,2911700.0,27391100.0,22860700.0,78350400.0,118791000.0,8209300.0
